key1,type1,key2,type2,relation_name
52822014074,1,71692399407,1,2021-08-31
14871165707,1,37993317568,1,2022-03-24
57784632933,1,54234509517,1,2020-04-23
58722202265,1,22586593172,1,2016-09-24
69739471451,1,46538465022,1,2020-03-08
26303427948,1,58246011681,1,2021-05-19
95685339084,1,14871165707,1,2020-02-09
43476152769,1,76324461571,1,2022-06-17
65506351351,1,58722202265,1,2017-09-30
88439186021,1,18279195115,1,2016-04-04
85200646306,1,19237188472,1,2016-11-29
82950544186,1,96602117969,1,2020-01-11
65727899609,1,23207180978,1,2017-12-30
16709141095,1,75069644852,1,2015-11-15
43908719815,1,23480852749,1,2020-03-03
26232310564,1,71692399407,1,2015-02-15
05926545345,1,04989496842,1,2015-09-14
74763990618,1,15822497948,1,2022-07-29
71144920444,1,85462596160,1,2021-03-01
65811306315,1,46538465022,1,2020-08-13
93286775963,1,61845201132,1,2016-12-01
06921571827,1,23480852749,1,2017-01-05
75046780595,1,77015789729,1,2016-08-22
09198590627,1,76423262910,1,2015-10-26
80828962705,1,29290204640,1,2020-06-04
71692399407,1,15073170327,1,2021-10-31
53336241675,1,18338945257,1,2022-09-06
06256944768,1,48917542229,1,2021-10-27
26742448832,1,76320592895,1,2022-05-13
19419890564,1,97592279372,1,2016-07-25
82950544186,1,46878477606,1,2017-12-09
43476152769,1,51684020641,1,2017-05-10
18279195115,1,19054735812,1,2022-04-01
90655483496,1,13792889905,1,2020-02-19
37902960350,1,98355516892,1,2015-06-11
14871165707,1,05926545345,1,2019-06-15
26232310564,1,56923362928,1,2015-06-23
43942030950,1,11811025413,1,2021-02-19
10278698298,1,89236213446,1,2015-12-08
65973554372,1,43908719815,1,2022-08-26
58722202265,1,74763990618,1,2015-07-18
40501158630,1,83272279673,1,2015-01-15
71144920444,1,68941703739,1,2016-07-25
76424308404,1,11235789879,1,2022-08-26
83272279673,1,54234509517,1,2015-10-25
91488185719,1,08289857172,1,2018-02-04
37537098864,1,56706020712,1,2022-09-09
35960609716,1,54234509517,1,2021-03-20
35567872920,1,19237188472,1,2020-08-17
78037818017,1,48917542229,1,2017-09-01
94047881695,1,27451165806,1,2015-06-03
37902960350,1,83522809424,1,2017-05-23
37839967199,1,63588843433,1,2019-10-03
49529264974,1,51695704557,1,2018-07-05
40501158630,1,48545254960,1,2018-12-27
71144920444,1,43476152769,1,2017-05-22
14404537900,1,29290204640,1,2018-05-16
57416144076,1,44919644227,1,2015-03-18
72303803294,1,83843103841,1,2022-03-13
33928225934,1,19802461223,1,2018-02-10
29290204640,1,27451165806,1,2015-02-18
41253810434,1,94123486972,1,2020-07-27
20966309847,1,59631668358,1,2015-11-24
50591037967,1,54382009225,1,2020-10-08
06921571827,1,40321832051,1,2018-03-24
04989496842,1,54754309232,1,2018-09-03
05927387304,1,19997769076,1,2017-05-16
15073170327,1,74763990618,1,2015-10-27
34802117553,1,86493056893,1,2020-06-03
68307298782,1,53958807475,1,2022-01-31
74763990618,1,24830027554,1,2015-02-10
83522809424,1,89236213446,1,2019-12-25
04806276300,1,48576203623,1,2017-12-10
77015789729,1,97177659667,1,2021-06-16
55010190330,1,23480852749,1,2017-08-26
95685339084,1,55522361965,1,2018-04-21
37839967199,1,60788258366,1,2021-07-31
12370709950,1,09939346508,1,2020-04-17
53149415425,1,37341551492,1,2018-10-04
37341551492,1,67547518568,1,2016-01-17
09832748401,1,71144920444,1,2019-12-14
46352921948,1,09939346508,1,2021-06-14
53065031222,1,65600982044,1,2018-01-30
53958807475,1,64207680052,1,2018-04-08
48917542229,1,93286775963,1,2019-02-14
49529264974,1,10278698298,1,2016-07-21
54234509517,1,76423262910,1,2017-08-28
84361300635,1,64128029506,1,2020-07-19
78037818017,1,40347152608,1,2019-02-14
21905585397,1,36543820303,1,2018-06-07
48917542229,1,29205525161,1,2020-08-15
04313751392,1,95685339084,1,2018-09-23
15822497948,1,36543820303,1,2021-02-11
52822014074,1,09939346508,1,2019-10-16
37375957591,1,91488185719,1,2021-01-17
23341321280,1,03098677422,1,2017-01-03
16037442276,1,18493870940,1,2020-07-03
87057432920,1,70807229412,1,2018-01-07
86493056893,1,96268315627,1,2016-09-09
22586593172,1,96602117969,1,2015-02-11
49657974419,1,78013797055,1,2016-04-26
07384997433,1,15073170327,1,2018-04-18
89236213446,1,97177659667,1,2017-01-06
51695704557,1,86493056893,1,2017-03-18
76424308404,1,31482529556,1,2018-05-08
37341551492,1,29464797589,1,2018-08-10
58246011681,1,23480852749,1,2016-12-27
37993317568,1,84518026238,1,2019-10-12
34802117553,1,71285653247,1,2018-07-15
39957930422,1,14453484213,1,2017-05-11
03749562061,1,53502918364,1,2018-08-27
84518026238,1,49279201821,1,2017-11-04
29464797589,1,50591037967,1,2021-01-27
43476152769,1,64207680052,1,2021-03-09
19802461223,1,95685339084,1,2021-12-22
50618784830,1,44619922041,1,2017-10-15
26232310564,1,52765432997,1,2019-03-07
04989496842,1,69199502416,1,2020-12-17
43476152769,1,48545254960,1,2020-10-21
10278698298,1,19387871216,1,2020-09-22
76320592895,1,42822224267,1,2021-12-21
49279201821,1,40446899301,1,2020-07-10
31033608114,1,55010190330,1,2016-01-19
48016657159,1,23480852749,1,2019-08-21
30467500701,1,29205525161,1,2017-09-26
42632573397,1,55522361965,1,2022-09-02
67547518568,1,37341551492,1,2017-07-08
85200646306,1,76423262910,1,2015-12-14
57784632933,1,54234509517,1,2021-11-19
74763990618,1,93716485460,1,2019-02-20
64304073894,1,71285653247,1,2021-12-28
03842788900,1,35065526401,1,2017-06-19
15073170327,1,13792889905,1,2019-01-20
19821104738,1,68307298782,1,2020-06-08
84345917000,1,56388126955,1,2021-04-26
64927243271,1,37537098864,1,2018-09-08
89236213446,1,05926545345,1,2015-03-29
25154986913,1,31189323804,1,2021-02-10
11811025413,1,54806091737,1,2018-09-16
84345917000,1,49279201821,1,2018-04-22
85743479267,1,50591037967,1,2019-10-26
91451240310,1,10278698298,1,2022-06-28
34802117553,1,77491146782,1,2015-10-13
54962146552,1,04696254255,1,2015-10-02
18523098187,1,56706020712,1,2019-01-30
57735688194,1,86681237001,1,2020-10-14
65973554372,1,11127811618,1,2016-07-25
82950544186,1,64207680052,1,2021-08-07
85743479267,1,05926545345,1,2021-07-27
18012263977,1,57025711961,1,2016-03-05
07384997433,1,84361300635,1,2022-02-18
48961207224,1,82950544186,1,2020-08-03
18338945257,1,19821104738,1,2022-02-07
75069644852,1,48917542229,1,2016-10-03
98800449823,1,40446899301,1,2018-08-29
23964879917,1,90655483496,1,2019-12-20
65392217901,1,46538465022,1,2020-04-18
64128029506,1,33059817531,1,2018-04-28
77015789729,1,53336241675,1,2021-04-01
09939346508,1,29464797589,1,2017-02-26
07384997433,1,40554677670,1,2015-04-23
77015789729,1,19997769076,1,2016-06-01
26232310564,1,19802461223,1,2015-03-02
24157550914,1,70115342511,1,2021-12-15
94047881695,1,17871494930,1,2020-08-25
03842788900,1,91451240310,1,2020-08-20
83272279673,1,54806091737,1,2017-05-30
75256818047,1,58233003167,1,2020-06-03
48961207224,1,05927387304,1,2018-06-26
94032908610,1,68253497503,1,2016-05-07
86681237001,1,44919644227,1,2020-09-17
09939346508,1,21905585397,1,2021-06-10
57735688194,1,39466165740,1,2020-02-02
15822497948,1,83394693377,1,2015-08-09
94047881695,1,50591037967,1,2019-05-19
90194708645,1,39724809059,1,2017-08-24
21905585397,1,04313751392,1,2022-07-24
08526086491,1,95685339084,1,2022-08-27
64729122219,1,58233003167,1,2017-04-14
75256818047,1,71144920444,1,2021-02-16
75069644852,1,03842788900,1,2019-06-20
40501158630,1,85462596160,1,2022-05-10
65811306315,1,18523098187,1,2019-05-24
68307298782,1,04989496842,1,2020-05-24
71285653247,1,84361300635,1,2018-05-20
83843103841,1,17554611634,1,2017-09-27
43191390712,1,98355516892,1,2016-07-25
31271198607,1,98355516892,1,2017-05-12
86681237001,1,68941703739,1,2021-05-24
44619922041,1,37839967199,1,2017-02-05
36658507252,1,53958807475,1,2017-05-09
75795423175,1,52822014074,1,2020-09-12
31189323804,1,14404537900,1,2018-12-25
43191390712,1,70435201098,1,2019-02-11
67547518568,1,55522361965,1,2021-11-11
56706020712,1,11127811618,1,2015-06-19
26742448832,1,48545254960,1,2015-03-13
77015789729,1,44919644227,1,2018-02-24
14404537900,1,44919644227,1,2016-04-07
85462596160,1,68253497503,1,2017-09-17
43942030950,1,33059817531,1,2021-04-27
47453823176,1,20510103443,1,2017-05-17
44919644227,1,94837993831,1,2018-06-20
19054735812,1,90971416905,1,2022-09-07
31482529556,1,57784632933,1,2017-12-20
05255120716,1,65811306315,1,2020-06-22
56706020712,1,68997182878,1,2022-03-07
64207680052,1,84361300635,1,2017-09-15
83522809424,1,80828962705,1,2020-02-09
19821104738,1,31189323804,1,2020-11-23
38314671382,1,03098677422,1,2022-05-06
46538465022,1,36094992266,1,2021-10-27
10278698298,1,65506351351,1,2017-11-10
75089934568,1,39613868053,1,2015-12-16
35595902815,1,76320592895,1,2020-07-07
94123486972,1,70435201098,1,2019-12-30
23341321280,1,23964879917,1,2015-07-30
14404537900,1,09939346508,1,2018-06-07
47453823176,1,46513474271,1,2018-11-26
19802461223,1,15822497948,1,2017-11-21
03098677422,1,99798775929,1,2017-10-27
25154986913,1,41253810434,1,2022-01-03
76324461571,1,12879956754,1,2021-11-09
11862358637,1,22989093679,1,2018-04-06
64359498278,1,64304073894,1,2015-02-25
10278698298,1,21905585397,1,2022-08-07
81133388615,1,40501158630,1,2018-02-09
64304073894,1,48545254960,1,2016-11-24
31233507306,1,21905585397,1,2020-09-15
37902960350,1,60788258366,1,2021-08-09
96268315627,1,37537098864,1,2019-07-13
44619922041,1,57416144076,1,2021-07-23
15073170327,1,76526708509,1,2015-06-16
69739471451,1,68997182878,1,2019-05-29
11127811618,1,49279201821,1,2017-02-08
18012263977,1,65811306315,1,2021-08-07
54754309232,1,37902960350,1,2019-10-01
17871494930,1,46878477606,1,2018-04-13
09939346508,1,57784632933,1,2016-07-01
31271198607,1,53958807475,1,2017-01-09
37902960350,1,65600982044,1,2015-08-07
96268315627,1,49279201821,1,2019-04-16
20510103443,1,71144920444,1,2020-05-05
42627860502,1,49657974419,1,2021-04-20
88439186021,1,43908719815,1,2019-03-05
75256818047,1,35567872920,1,2018-08-23
61723941065,1,21905585397,1,2015-02-14
14404537900,1,06256944768,1,2018-06-29
31189323804,1,36543820303,1,2017-03-16
55522361965,1,78037818017,1,2021-09-04
08739528121,1,48917542229,1,2017-09-09
65811306315,1,53336241675,1,2016-11-03
03098677422,1,23207180978,1,2019-04-26
94047881695,1,85906400262,1,2016-02-15
58722202265,1,51695704557,1,2021-03-10
39471553055,1,22586593172,1,2018-12-08
14453484213,1,26232310564,1,2018-12-19
32134674316,1,20966309847,1,2016-10-01
85906400262,1,48576203623,1,2015-12-18
84345917000,1,71144920444,1,2020-05-26
48576203623,1,17554611634,1,2021-11-27
96268315627,1,26608132233,1,2017-03-25
03749562061,1,69199502416,1,2015-01-09
53336241675,1,94047881695,1,2019-12-10
65727899609,1,71138841036,1,2020-11-23
12879956754,1,30467500701,1,2019-04-24
25154986913,1,71285653247,1,2021-02-05
48961207224,1,89284887352,1,2015-05-20
85200646306,1,19054735812,1,2016-04-20
51695704557,1,68941703739,1,2021-09-25
89236213446,1,08739528121,1,2015-06-19
63229452278,1,46878477606,1,2017-03-03
38314671382,1,99798775929,1,2019-12-24
83272279673,1,91451240310,1,2015-09-01
60674480811,1,75046780595,1,2019-11-18
37537098864,1,09832748401,1,2017-12-31
35960609716,1,39466165740,1,2015-03-05
32134674316,1,07384997433,1,2016-03-11
32134674316,1,93716485460,1,2018-10-12
14453484213,1,34802117553,1,2020-02-16
76424308404,1,64128029506,1,2016-09-18
58722202265,1,67547518568,1,2017-11-22
13792889905,1,33040299457,1,2015-10-17
25143716542,1,58722202265,1,2020-03-21
65973554372,1,34351564040,1,2020-11-26
19685990807,1,48961207224,1,2017-05-12
15073170327,1,41347579846,1,2022-05-31
57784632933,1,76324461571,1,2017-11-24
85906400262,1,37375957591,1,2015-03-10
58887658182,1,88439186021,1,2016-09-02
48656156812,1,54962146552,1,2017-11-16
52765432997,1,83394693377,1,2021-09-18
99798775929,1,03842788900,1,2015-09-01
37341551492,1,25479511142,1,2018-01-25
87057432920,1,39471553055,1,2021-06-10
37537098864,1,03842788900,1,2021-05-04
72303803294,1,55884540075,1,2018-07-08
97177659667,1,58233003167,1,2018-10-27
17554611634,1,18012263977,1,2021-04-01
33040299457,1,49657974419,1,2019-12-10
50618784830,1,75256818047,1,2015-05-08
71285653247,1,18493870940,1,2020-04-19
26232310564,1,47684705111,1,2016-08-18
40446899301,1,52765432997,1,2017-01-18
37537098864,1,63229452278,1,2016-08-13
08526086491,1,19054735812,1,2017-09-01
68307298782,1,77015789729,1,2020-07-13
56706020712,1,04989496842,1,2015-07-10
58722202265,1,68253497503,1,2018-05-27
98355516892,1,11862358637,1,2015-12-02
17871494930,1,58023579547,1,2018-06-04
75051454609,1,25143716542,1,2018-12-22
26742448832,1,18523098187,1,2017-01-23
59631668358,1,28187564312,1,2018-08-06
67547518568,1,57416144076,1,2020-07-20
70807229412,1,39471553055,1,2020-06-06
31922916361,1,31189323804,1,2019-02-03
48576203623,1,23341321280,1,2019-06-23
27451165806,1,37839967199,1,2017-07-30
69739471451,1,19237188472,1,2016-10-16
09832748401,1,22989093679,1,2020-06-26
20966309847,1,72303803294,1,2022-04-09
09832748401,1,39406453055,1,2016-05-05
31233507306,1,68997182878,1,2022-05-02
19237188472,1,57735688194,1,2021-12-10
89236213446,1,90655483496,1,2017-03-06
28187564312,1,09605976825,1,2015-05-18
62247201327,1,49755084012,1,2021-12-16
07384997433,1,56923362928,1,2020-03-08
18493870940,1,19237188472,1,2021-04-07
44619922041,1,21905585397,1,2017-02-01
41347579846,1,75046780595,1,2017-11-06
18338945257,1,09198590627,1,2020-02-11
46114995925,1,94792716849,1,2015-08-20
55522361965,1,13255606863,1,2022-04-18
61845201132,1,98800449823,1,2019-07-31
37993317568,1,56923362928,1,2020-03-03
15073170327,1,25143716542,1,2021-08-15
54382009225,1,29741855004,1,2018-08-07
58023579547,1,40321832051,1,2016-12-17
60788258366,1,50618784830,1,2018-03-14
59631668358,1,53149415425,1,2021-11-19
84361300635,1,35595902815,1,2015-05-17
55010190330,1,41347579846,1,2021-06-18
53336241675,1,39613868053,1,2015-11-09
85743479267,1,28187564312,1,2022-08-06
53958807475,1,95725372987,1,2021-01-28
91451240310,1,38035326882,1,2017-07-21
42822224267,1,09605976825,1,2015-04-23
74638056639,1,93716485460,1,2020-11-15
65973554372,1,38035326882,1,2019-05-27
04696254255,1,82190963465,1,2019-04-30
15822497948,1,40554677670,1,2021-09-18
98355516892,1,23480852749,1,2017-01-21
83394693377,1,15822497948,1,2015-02-15
65811306315,1,20510103443,1,2015-05-19
65811306315,1,77015789729,1,2017-07-08
46352921948,1,85906400262,1,2021-12-25
57416144076,1,19685990807,1,2022-02-09
14404537900,1,38035326882,1,2016-01-30
55010190330,1,34351564040,1,2017-12-30
75089934568,1,62247201327,1,2015-09-10
61845201132,1,40446899301,1,2022-04-29
37902960350,1,76320592895,1,2019-06-25
98355516892,1,23480852749,1,2017-07-06
60674480811,1,91451240310,1,2015-07-24
03749562061,1,23207180978,1,2018-11-25
47136458171,1,31189323804,1,2021-07-23
46352921948,1,88439186021,1,2021-07-29
24157550914,1,16037442276,1,2016-07-09
36543820303,1,23964879917,1,2016-02-11
53149415425,1,58559777954,1,2020-10-06
19237188472,1,71138841036,1,2018-12-10
98800449823,1,26742448832,1,2021-07-06
37993317568,1,96763751508,1,2021-04-08
31033608114,1,34453096748,1,2021-04-28
08289857172,1,39613868053,1,2021-05-10
90655483496,1,31033608114,1,2016-10-20
65392217901,1,80828962705,1,2020-12-14
26742448832,1,48917542229,1,2016-09-18
49755084012,1,09939346508,1,2021-10-01
04696254255,1,33059817531,1,2020-09-08
90655483496,1,71138841036,1,2021-12-16
56388126955,1,41347579846,1,2021-05-23
48016657159,1,94837993831,1,2020-01-01
36094992266,1,84518026238,1,2015-08-07
64304073894,1,23341321280,1,2016-01-05
75997171828,1,50591037967,1,2018-05-10
07384997433,1,94047881695,1,2017-05-11
76324461571,1,84345917000,1,2018-03-22
65973554372,1,71692399407,1,2019-01-11
80828962705,1,61845201132,1,2020-10-02
21905585397,1,78037818017,1,2022-05-28
95685339084,1,58722202265,1,2020-07-28
37902960350,1,46513474271,1,2021-06-09
76423262910,1,55522361965,1,2022-03-05
40501158630,1,44619922041,1,2017-01-06
38035326882,1,93716485460,1,2017-02-13
82190963465,1,40446899301,1,2017-01-25
75795423175,1,82190963465,1,2020-03-28
76526708509,1,75795423175,1,2020-12-29
68997182878,1,97177659667,1,2017-04-03
74763990618,1,54806091737,1,2016-01-22
40501158630,1,31233507306,1,2020-11-21
74763990618,1,61723941065,1,2019-12-05
84345917000,1,96763751508,1,2020-10-06
29284020749,1,58722202265,1,2020-01-11
49755084012,1,76320592895,1,2019-07-04
65973554372,1,18493870940,1,2016-03-22
08526086491,1,94123486972,1,2021-07-26
90194708645,1,75051454609,1,2018-02-28
76324461571,1,97592279372,1,2019-11-07
23341321280,1,94032908610,1,2021-03-08
28187564312,1,76324461571,1,2015-12-03
57416144076,1,83522809424,1,2019-08-22
49657974419,1,46878477606,1,2015-03-04
59631668358,1,65811306315,1,2022-07-09
70063113338,1,95685339084,1,2016-03-03
43908719815,1,03098677422,1,2015-11-01
26608132233,1,50618784830,1,2017-07-12
39957930422,1,09832748401,1,2019-04-01
90655483496,1,14422219081,1,2017-06-09
06921571827,1,31482529556,1,2019-02-09
64729122219,1,40080361512,1,2021-12-20
22586593172,1,56388126955,1,2021-10-06
12879956754,1,60674480811,1,2020-03-29
22586593172,1,19802461223,1,2017-02-17
96763751508,1,25143716542,1,2021-09-02
19237188472,1,26296258644,1,2020-01-11
46352921948,1,85462596160,1,2020-01-10
53149415425,1,82190963465,1,2022-02-14
64359498278,1,39406453055,1,2019-08-05
19169475580,1,16709141095,1,2019-12-03
19802461223,1,58887658182,1,2015-04-25
55884540075,1,50618784830,1,2021-09-30
39613868053,1,91488185719,1,2022-08-30
17985434476,1,80828962705,1,2021-11-06
40321832051,1,71138841036,1,2020-04-30
04989496842,1,94047881695,1,2022-06-24
75069644852,1,54754309232,1,2016-05-31
29205525161,1,70063113338,1,2020-08-03
57735688194,1,70435201098,1,2017-12-22
22989093679,1,71433629276,1,2021-07-04
17985434476,1,90655483496,1,2022-03-01
43191390712,1,75069644852,1,2016-02-17
68307298782,1,25143716542,1,2017-08-26
44919644227,1,40446899301,1,2015-10-16
03842788900,1,89236213446,1,2015-01-18
49747956895,1,80828962705,1,2015-02-26
96763751508,1,31233507306,1,2016-01-14
16709141095,1,35065526401,1,2015-06-30
04696254255,1,04696254255,1,2016-03-07
60674480811,1,54806091737,1,2019-09-25
23964879917,1,84518026238,1,2016-06-06
51695704557,1,62247201327,1,2021-04-21
71144920444,1,94837993831,1,2016-01-07
52765432997,1,94792716849,1,2015-05-27
15073170327,1,75907861835,1,2018-01-27
56388126955,1,39724809059,1,2018-07-08
53958807475,1,03842788900,1,2020-07-17
68307298782,1,84518026238,1,2016-01-03
14422219081,1,68307298782,1,2020-01-25
75089934568,1,97177659667,1,2016-06-06
39724809059,1,65811306315,1,2021-11-29
80828962705,1,46878477606,1,2021-10-29
34351564040,1,38035326882,1,2016-04-27
35567872920,1,55010190330,1,2022-02-04
68307298782,1,49279201821,1,2016-11-05
40321832051,1,52765432997,1,2015-01-09
90971416905,1,21905585397,1,2021-03-14
13255606863,1,11235789879,1,2016-12-14
44619922041,1,18279195115,1,2017-09-14
03098677422,1,48656156812,1,2021-07-17
48545254960,1,90971416905,1,2015-06-22
23964879917,1,96763751508,1,2016-07-07
12370709950,1,18493870940,1,2015-03-25
08289857172,1,94032908610,1,2015-11-08
55522361965,1,29464797589,1,2015-08-29
70063113338,1,85743479267,1,2022-05-21
48016657159,1,57735688194,1,2017-12-19
19237188472,1,89284887352,1,2019-08-24
75051454609,1,29464797589,1,2022-05-24
71433629276,1,03749562061,1,2021-05-30
18338945257,1,13792889905,1,2019-07-25
29284020749,1,80142942153,1,2022-05-08
36658507252,1,46538465022,1,2015-03-04
64729122219,1,58233003167,1,2016-04-24
94032908610,1,57416144076,1,2019-11-20
74638056639,1,71692399407,1,2021-06-05
12879956754,1,76526708509,1,2022-04-20
41253810434,1,97177659667,1,2018-12-04
38035326882,1,53958807475,1,2017-07-16
76423262910,1,43476152769,1,2015-01-02
50591037967,1,76424308404,1,2016-03-14
22586593172,1,36543820303,1,2021-06-30
58023579547,1,31233507306,1,2016-08-22
81722475168,1,48576203623,1,2019-03-19
86493056893,1,64729122219,1,2018-04-20
08526086491,1,71692399407,1,2015-01-01
62247201327,1,18012263977,1,2022-02-05
26296258644,1,39406453055,1,2015-04-19
49529264974,1,81722475168,1,2018-09-11
85200646306,1,49529264974,1,2020-02-13
48656156812,1,54962146552,1,2022-07-13
56923362928,1,14453484213,1,2022-02-28
61845201132,1,06921571827,1,2015-06-11
40446899301,1,24830027554,1,2015-12-05
37839967199,1,37537098864,1,2019-02-20
49657974419,1,37375957591,1,2016-05-20
40347152608,1,82246942155,1,2018-11-08
18012263977,1,80828962705,1,2015-12-12
18012263977,1,53149415425,1,2015-02-03
22989093679,1,35065526401,1,2018-05-25
46878477606,1,65506351351,1,2022-07-28
14871165707,1,57319371994,1,2016-03-20
15618260207,1,88439186021,1,2020-10-03
52751137553,1,41347579846,1,2020-04-26
35567872920,1,08289857172,1,2020-04-07
60674480811,1,29284020749,1,2020-10-27
72303803294,1,91451240310,1,2021-09-27
16909215154,1,07384997433,1,2016-10-21
58722202265,1,49747956895,1,2022-04-26
71144920444,1,64729122219,1,2016-04-19
40080361512,1,15822497948,1,2021-05-23
52765432997,1,71138841036,1,2019-12-02
19054735812,1,65600982044,1,2019-09-20
55522361965,1,14453484213,1,2021-11-12
19821104738,1,07384997433,1,2017-08-27
25479511142,1,67547518568,1,2016-04-03
13792889905,1,49529264974,1,2021-02-12
54962146552,1,15073170327,1,2016-08-25
09605976825,1,09605976825,1,2022-07-26
85200646306,1,37839967199,1,2018-02-12
04806276300,1,16037442276,1,2015-07-20
20510103443,1,76424308404,1,2018-04-11
21905585397,1,64128029506,1,2015-01-28
63229452278,1,18523098187,1,2019-09-20
29284020749,1,58233003167,1,2016-08-31
65392217901,1,63588843433,1,2017-09-10
24157550914,1,58887658182,1,2021-07-19
86493056893,1,97592279372,1,2018-10-09
83522809424,1,14871165707,1,2022-05-16
81722475168,1,43476152769,1,2018-08-22
19419890564,1,40554677670,1,2019-04-18
09605976825,1,62247201327,1,2017-06-27
47453823176,1,19685990807,1,2018-10-31
29284020749,1,43191390712,1,2020-01-04
53502918364,1,51695704557,1,2018-07-09
24830027554,1,57735688194,1,2017-12-07
85462596160,1,58722202265,1,2017-08-22
70063113338,1,49747956895,1,2016-04-11
17554611634,1,29205525161,1,2016-05-16
04313751392,1,90971416905,1,2019-05-18
34802117553,1,13255606863,1,2018-10-05
85462596160,1,49755084012,1,2016-01-30
36543820303,1,43191390712,1,2016-09-04
63229452278,1,64207680052,1,2017-07-12
05255120716,1,29290204640,1,2021-03-08
46114995925,1,22989093679,1,2022-07-25
22989093679,1,11235789879,1,2019-11-19
78037818017,1,08739528121,1,2015-12-09
35065526401,1,34351564040,1,2019-05-23
23964879917,1,95725372987,1,2019-05-09
81722475168,1,25143716542,1,2017-07-27
17985434476,1,58246011681,1,2015-01-17
25479511142,1,29464797589,1,2022-07-14
58233003167,1,49755084012,1,2018-01-18
04806276300,1,09605976825,1,2022-03-24
08289857172,1,71692399407,1,2022-06-06
69739471451,1,53958807475,1,2018-08-09
27451165806,1,65392217901,1,2020-07-22
65973554372,1,48917542229,1,2016-07-02
33928225934,1,03842788900,1,2020-05-17
35960609716,1,72303803294,1,2019-06-16
85462596160,1,22586593172,1,2017-07-24
65727899609,1,48961207224,1,2020-01-18
58559777954,1,65727899609,1,2015-01-23
81180754057,1,94047881695,1,2016-03-20
22378292614,1,94047881695,1,2016-08-05
37902960350,1,16037442276,1,2015-02-19
57319371994,1,04313751392,1,2022-04-05
